movies_name,movies_url,movies_genre,movies_duration,movies_director,movies_director_url,movies_star,movies_actor_name,movies_actor_character,movies_top_ten,movies_rating,movies_box_office
Joker (2019),https://www.imdb.com/title/tt7286456/?ref_=inth_ov_tt,Crime,122 min,Todd Phillips,https://www.imdb.com/name/nm0680846/?ref_=inth_ov_nm,"Stars: Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy",Rocco Luna,GiGi Dumond,In Theaters Now - Box Office Top Ten,8.8,"Box Office: Weekend: $0.95M, Gross: $192.73M"
Joker (2019),https://www.imdb.com/title/tt7286456/?ref_=inth_ov_tt,Crime,122 min,Todd Phillips,https://www.imdb.com/name/nm0680846/?ref_=inth_ov_nm,"Stars: Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy",Marc Maron,Gene Ufland,In Theaters Now - Box Office Top Ten,8.8,"Box Office: Weekend: $0.95M, Gross: $192.73M"
Joker (2019),https://www.imdb.com/title/tt7286456/?ref_=inth_ov_tt,Crime,122 min,Todd Phillips,https://www.imdb.com/name/nm0680846/?ref_=inth_ov_nm,"Stars: Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy",Sondra James,Dr. Sally,In Theaters Now - Box Office Top Ten,8.8,"Box Office: Weekend: $0.95M, Gross: $192.73M"
Joker (2019),https://www.imdb.com/title/tt7286456/?ref_=inth_ov_tt,Crime,122 min,Todd Phillips,https://www.imdb.com/name/nm0680846/?ref_=inth_ov_nm,"Stars: Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy",Murphy Guyer,Barry O'Donnell,In Theaters Now - Box Office Top Ten,8.8,"Box Office: Weekend: $0.95M, Gross: $192.73M"
Joker (2019),https://www.imdb.com/title/tt7286456/?ref_=inth_ov_tt,Crime,122 min,Todd Phillips,https://www.imdb.com/name/nm0680846/?ref_=inth_ov_nm,"Stars: Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy",Douglas Hodge,Alfred Pennyworth,In Theaters Now - Box Office Top Ten,8.8,"Box Office: Weekend: $0.95M, Gross: $192.73M"
Maleficent: Mistress of Evil (2019),https://www.imdb.com/title/tt4777008/?ref_=inth_ov_tt,Adventure,119 min,Joachim Rønning,https://www.imdb.com/name/nm1461392/?ref_=inth_ov_nm,"Stars: Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer",Angelina Jolie,Maleficent,In Theaters Now - Box Office Top Ten,7,"Box Office: Weekend: $36.95M, Gross: $36.95M"
Maleficent: Mistress of Evil (2019),https://www.imdb.com/title/tt4777008/?ref_=inth_ov_tt,Adventure,119 min,Joachim Rønning,https://www.imdb.com/name/nm1461392/?ref_=inth_ov_nm,"Stars: Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer",Elle Fanning,Aurora,In Theaters Now - Box Office Top Ten,7,"Box Office: Weekend: $36.95M, Gross: $36.95M"
Maleficent: Mistress of Evil (2019),https://www.imdb.com/title/tt4777008/?ref_=inth_ov_tt,Adventure,119 min,Joachim Rønning,https://www.imdb.com/name/nm1461392/?ref_=inth_ov_nm,"Stars: Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer",Harris Dickinson,Prince Philip,In Theaters Now - Box Office Top Ten,7,"Box Office: Weekend: $36.95M, Gross: $36.95M"
Maleficent: Mistress of Evil (2019),https://www.imdb.com/title/tt4777008/?ref_=inth_ov_tt,Adventure,119 min,Joachim Rønning,https://www.imdb.com/name/nm1461392/?ref_=inth_ov_nm,"Stars: Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer",Michelle Pfeiffer,Queen Ingrith,In Theaters Now - Box Office Top Ten,7,"Box Office: Weekend: $36.95M, Gross: $36.95M"
Maleficent: Mistress of Evil (2019),https://www.imdb.com/title/tt4777008/?ref_=inth_ov_tt,Adventure,119 min,Joachim Rønning,https://www.imdb.com/name/nm1461392/?ref_=inth_ov_nm,"Stars: Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer",Sam Riley,Diaval,In Theaters Now - Box Office Top Ten,7,"Box Office: Weekend: $36.95M, Gross: $36.95M"
Maleficent: Mistress of Evil (2019),https://www.imdb.com/title/tt4777008/?ref_=inth_ov_tt,Adventure,119 min,Joachim Rønning,https://www.imdb.com/name/nm1461392/?ref_=inth_ov_nm,"Stars: Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer",Chiwetel Ejiofor,Conall,In Theaters Now - Box Office Top Ten,7,"Box Office: Weekend: $36.95M, Gross: $36.95M"
Maleficent: Mistress of Evil (2019),https://www.imdb.com/title/tt4777008/?ref_=inth_ov_tt,Adventure,119 min,Joachim Rønning,https://www.imdb.com/name/nm1461392/?ref_=inth_ov_nm,"Stars: Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer",Ed Skrein,Borra,In Theaters Now - Box Office Top Ten,7,"Box Office: Weekend: $36.95M, Gross: $36.95M"
Maleficent: Mistress of Evil (2019),https://www.imdb.com/title/tt4777008/?ref_=inth_ov_tt,Adventure,119 min,Joachim Rønning,https://www.imdb.com/name/nm1461392/?ref_=inth_ov_nm,"Stars: Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer",Robert Lindsay,King John,In Theaters Now - Box Office Top Ten,7,"Box Office: Weekend: $36.95M, Gross: $36.95M"
Maleficent: Mistress of Evil (2019),https://www.imdb.com/title/tt4777008/?ref_=inth_ov_tt,Adventure,119 min,Joachim Rønning,https://www.imdb.com/name/nm1461392/?ref_=inth_ov_nm,"Stars: Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer",David Gyasi,Percival,In Theaters Now - Box Office Top Ten,7,"Box Office: Weekend: $36.95M, Gross: $36.95M"
Maleficent: Mistress of Evil (2019),https://www.imdb.com/title/tt4777008/?ref_=inth_ov_tt,Adventure,119 min,Joachim Rønning,https://www.imdb.com/name/nm1461392/?ref_=inth_ov_nm,"Stars: Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer",Jenn Murray,Gerda,In Theaters Now - Box Office Top Ten,7,"Box Office: Weekend: $36.95M, Gross: $36.95M"
Maleficent: Mistress of Evil (2019),https://www.imdb.com/title/tt4777008/?ref_=inth_ov_tt,Adventure,119 min,Joachim Rønning,https://www.imdb.com/name/nm1461392/?ref_=inth_ov_nm,"Stars: Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer",Juno Temple,Thistlewit,In Theaters Now - Box Office Top Ten,7,"Box Office: Weekend: $36.95M, Gross: $36.95M"
Maleficent: Mistress of Evil (2019),https://www.imdb.com/title/tt4777008/?ref_=inth_ov_tt,Adventure,119 min,Joachim Rønning,https://www.imdb.com/name/nm1461392/?ref_=inth_ov_nm,"Stars: Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer",Lesley Manville,Flittle,In Theaters Now - Box Office Top Ten,7,"Box Office: Weekend: $36.95M, Gross: $36.95M"
Maleficent: Mistress of Evil (2019),https://www.imdb.com/title/tt4777008/?ref_=inth_ov_tt,Adventure,119 min,Joachim Rønning,https://www.imdb.com/name/nm1461392/?ref_=inth_ov_nm,"Stars: Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer",Imelda Staunton,Knotgrass,In Theaters Now - Box Office Top Ten,7,"Box Office: Weekend: $36.95M, Gross: $36.95M"
Maleficent: Mistress of Evil (2019),https://www.imdb.com/title/tt4777008/?ref_=inth_ov_tt,Adventure,119 min,Joachim Rønning,https://www.imdb.com/name/nm1461392/?ref_=inth_ov_nm,"Stars: Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer",Judith Shekoni,Shrike (Jungle),In Theaters Now - Box Office Top Ten,7,"Box Office: Weekend: $36.95M, Gross: $36.95M"
Maleficent: Mistress of Evil (2019),https://www.imdb.com/title/tt4777008/?ref_=inth_ov_tt,Adventure,119 min,Joachim Rønning,https://www.imdb.com/name/nm1461392/?ref_=inth_ov_nm,"Stars: Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer",Miyavi,Udo (Tundra),In Theaters Now - Box Office Top Ten,7,"Box Office: Weekend: $36.95M, Gross: $36.95M"
Harriet (2019),https://www.imdb.com/title/tt4648786/?ref_=inth_ov_tt,Action,125 min,Kasi Lemmons,https://www.imdb.com/name/nm0501435/?ref_=inth_ov_nm,"Stars: Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Clarke Peters",Cynthia Erivo,Harriet / Minty,In Theaters Now - Box Office Top Ten,6.3,
Harriet (2019),https://www.imdb.com/title/tt4648786/?ref_=inth_ov_tt,Action,125 min,Kasi Lemmons,https://www.imdb.com/name/nm0501435/?ref_=inth_ov_nm,"Stars: Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Clarke Peters",Leslie Odom Jr.,William Still,In Theaters Now - Box Office Top Ten,6.3,
Harriet (2019),https://www.imdb.com/title/tt4648786/?ref_=inth_ov_tt,Action,125 min,Kasi Lemmons,https://www.imdb.com/name/nm0501435/?ref_=inth_ov_nm,"Stars: Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Clarke Peters",Joe Alwyn,Gideon Brodess,In Theaters Now - Box Office Top Ten,6.3,
Harriet (2019),https://www.imdb.com/title/tt4648786/?ref_=inth_ov_tt,Action,125 min,Kasi Lemmons,https://www.imdb.com/name/nm0501435/?ref_=inth_ov_nm,"Stars: Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Clarke Peters",Clarke Peters,Ben Ross,In Theaters Now - Box Office Top Ten,6.3,
Harriet (2019),https://www.imdb.com/title/tt4648786/?ref_=inth_ov_tt,Action,125 min,Kasi Lemmons,https://www.imdb.com/name/nm0501435/?ref_=inth_ov_nm,"Stars: Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Clarke Peters",Vanessa Bell Calloway,Rit Ross,In Theaters Now - Box Office Top Ten,6.3,
Harriet (2019),https://www.imdb.com/title/tt4648786/?ref_=inth_ov_tt,Action,125 min,Kasi Lemmons,https://www.imdb.com/name/nm0501435/?ref_=inth_ov_nm,"Stars: Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Clarke Peters",Omar J. Dorsey,Bigger Long,In Theaters Now - Box Office Top Ten,6.3,
Harriet (2019),https://www.imdb.com/title/tt4648786/?ref_=inth_ov_tt,Action,125 min,Kasi Lemmons,https://www.imdb.com/name/nm0501435/?ref_=inth_ov_nm,"Stars: Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Clarke Peters",Henry Hunter Hall,Walter,In Theaters Now - Box Office Top Ten,6.3,
Harriet (2019),https://www.imdb.com/title/tt4648786/?ref_=inth_ov_tt,Action,125 min,Kasi Lemmons,https://www.imdb.com/name/nm0501435/?ref_=inth_ov_nm,"Stars: Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Clarke Peters",Tim Guinee,Thomas Garrett,In Theaters Now - Box Office Top Ten,6.3,
Harriet (2019),https://www.imdb.com/title/tt4648786/?ref_=inth_ov_tt,Action,125 min,Kasi Lemmons,https://www.imdb.com/name/nm0501435/?ref_=inth_ov_nm,"Stars: Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Clarke Peters",Nick Basta,Foxx,In Theaters Now - Box Office Top Ten,6.3,
Harriet (2019),https://www.imdb.com/title/tt4648786/?ref_=inth_ov_tt,Action,125 min,Kasi Lemmons,https://www.imdb.com/name/nm0501435/?ref_=inth_ov_nm,"Stars: Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Clarke Peters",Joseph Lee Anderson,Robert Ross,In Theaters Now - Box Office Top Ten,6.3,
Harriet (2019),https://www.imdb.com/title/tt4648786/?ref_=inth_ov_tt,Action,125 min,Kasi Lemmons,https://www.imdb.com/name/nm0501435/?ref_=inth_ov_nm,"Stars: Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Clarke Peters",Antonio J Bell,Henry Ross,In Theaters Now - Box Office Top Ten,6.3,
Harriet (2019),https://www.imdb.com/title/tt4648786/?ref_=inth_ov_tt,Action,125 min,Kasi Lemmons,https://www.imdb.com/name/nm0501435/?ref_=inth_ov_nm,"Stars: Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Clarke Peters",CJ McBath,Junyah Ross,In Theaters Now - Box Office Top Ten,6.3,
Harriet (2019),https://www.imdb.com/title/tt4648786/?ref_=inth_ov_tt,Action,125 min,Kasi Lemmons,https://www.imdb.com/name/nm0501435/?ref_=inth_ov_nm,"Stars: Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Clarke Peters",Alexis Louder,Jane,In Theaters Now - Box Office Top Ten,6.3,
Harriet (2019),https://www.imdb.com/title/tt4648786/?ref_=inth_ov_tt,Action,125 min,Kasi Lemmons,https://www.imdb.com/name/nm0501435/?ref_=inth_ov_nm,"Stars: Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Clarke Peters",Aria Brooks,Anger (8),In Theaters Now - Box Office Top Ten,6.3,
Harriet (2019),https://www.imdb.com/title/tt4648786/?ref_=inth_ov_tt,Action,125 min,Kasi Lemmons,https://www.imdb.com/name/nm0501435/?ref_=inth_ov_nm,"Stars: Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Clarke Peters",Janelle Monáe,Marie Buchanon,In Theaters Now - Box Office Top Ten,6.3,
The Addams Family (2019),https://www.imdb.com/title/tt1620981/?ref_=inth_ov_tt,Animation,86 min,Conrad Vernon,https://www.imdb.com/name/nm0970447/?ref_=inth_ov_nm,"Stars: Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard",Oscar Isaac,Gomez Addams (voice),In Theaters Now - Box Office Top Ten,5.9,"Box Office: Weekend: $30.30M, Gross: $30.30M"
The Addams Family (2019),https://www.imdb.com/title/tt1620981/?ref_=inth_ov_tt,Animation,86 min,Conrad Vernon,https://www.imdb.com/name/nm0970447/?ref_=inth_ov_nm,"Stars: Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard",Charlize Theron,Morticia Addams (voice),In Theaters Now - Box Office Top Ten,5.9,"Box Office: Weekend: $30.30M, Gross: $30.30M"
The Addams Family (2019),https://www.imdb.com/title/tt1620981/?ref_=inth_ov_tt,Animation,86 min,Conrad Vernon,https://www.imdb.com/name/nm0970447/?ref_=inth_ov_nm,"Stars: Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard",Chloë Grace Moretz,Wednesday Addams (voice),In Theaters Now - Box Office Top Ten,5.9,"Box Office: Weekend: $30.30M, Gross: $30.30M"
The Addams Family (2019),https://www.imdb.com/title/tt1620981/?ref_=inth_ov_tt,Animation,86 min,Conrad Vernon,https://www.imdb.com/name/nm0970447/?ref_=inth_ov_nm,"Stars: Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard",Finn Wolfhard,Pugsley Addams (voice),In Theaters Now - Box Office Top Ten,5.9,"Box Office: Weekend: $30.30M, Gross: $30.30M"
The Addams Family (2019),https://www.imdb.com/title/tt1620981/?ref_=inth_ov_tt,Animation,86 min,Conrad Vernon,https://www.imdb.com/name/nm0970447/?ref_=inth_ov_nm,"Stars: Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard",Nick Kroll,Uncle Fester (voice),In Theaters Now - Box Office Top Ten,5.9,"Box Office: Weekend: $30.30M, Gross: $30.30M"
The Addams Family (2019),https://www.imdb.com/title/tt1620981/?ref_=inth_ov_tt,Animation,86 min,Conrad Vernon,https://www.imdb.com/name/nm0970447/?ref_=inth_ov_nm,"Stars: Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard",Snoop Dogg,It (voice),In Theaters Now - Box Office Top Ten,5.9,"Box Office: Weekend: $30.30M, Gross: $30.30M"
The Addams Family (2019),https://www.imdb.com/title/tt1620981/?ref_=inth_ov_tt,Animation,86 min,Conrad Vernon,https://www.imdb.com/name/nm0970447/?ref_=inth_ov_nm,"Stars: Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard",Bette Midler,Grandma (voice),In Theaters Now - Box Office Top Ten,5.9,"Box Office: Weekend: $30.30M, Gross: $30.30M"
The Addams Family (2019),https://www.imdb.com/title/tt1620981/?ref_=inth_ov_tt,Animation,86 min,Conrad Vernon,https://www.imdb.com/name/nm0970447/?ref_=inth_ov_nm,"Stars: Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard",Allison Janney,Margaux Needler (voice),In Theaters Now - Box Office Top Ten,5.9,"Box Office: Weekend: $30.30M, Gross: $30.30M"
The Addams Family (2019),https://www.imdb.com/title/tt1620981/?ref_=inth_ov_tt,Animation,86 min,Conrad Vernon,https://www.imdb.com/name/nm0970447/?ref_=inth_ov_nm,"Stars: Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard",Martin Short,Grandpa Frump (voice),In Theaters Now - Box Office Top Ten,5.9,"Box Office: Weekend: $30.30M, Gross: $30.30M"
The Addams Family (2019),https://www.imdb.com/title/tt1620981/?ref_=inth_ov_tt,Animation,86 min,Conrad Vernon,https://www.imdb.com/name/nm0970447/?ref_=inth_ov_nm,"Stars: Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard",Catherine O'Hara,Grandma Frump (voice),In Theaters Now - Box Office Top Ten,5.9,"Box Office: Weekend: $30.30M, Gross: $30.30M"
The Addams Family (2019),https://www.imdb.com/title/tt1620981/?ref_=inth_ov_tt,Animation,86 min,Conrad Vernon,https://www.imdb.com/name/nm0970447/?ref_=inth_ov_nm,"Stars: Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard",Tituss Burgess,Glenn (voice),In Theaters Now - Box Office Top Ten,5.9,"Box Office: Weekend: $30.30M, Gross: $30.30M"
The Addams Family (2019),https://www.imdb.com/title/tt1620981/?ref_=inth_ov_tt,Animation,86 min,Conrad Vernon,https://www.imdb.com/name/nm0970447/?ref_=inth_ov_nm,"Stars: Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard",Jenifer Lewis,Great Auntie Sloom (voice),In Theaters Now - Box Office Top Ten,5.9,"Box Office: Weekend: $30.30M, Gross: $30.30M"
The Addams Family (2019),https://www.imdb.com/title/tt1620981/?ref_=inth_ov_tt,Animation,86 min,Conrad Vernon,https://www.imdb.com/name/nm0970447/?ref_=inth_ov_nm,"Stars: Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard",Elsie Fisher,Parker (voice),In Theaters Now - Box Office Top Ten,5.9,"Box Office: Weekend: $30.30M, Gross: $30.30M"
The Addams Family (2019),https://www.imdb.com/title/tt1620981/?ref_=inth_ov_tt,Animation,86 min,Conrad Vernon,https://www.imdb.com/name/nm0970447/?ref_=inth_ov_nm,"Stars: Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard",Conrad Vernon,Lurch / Priest / Spirit of the House / Dr. Flambe (voice),In Theaters Now - Box Office Top Ten,5.9,"Box Office: Weekend: $30.30M, Gross: $30.30M"
The Addams Family (2019),https://www.imdb.com/title/tt1620981/?ref_=inth_ov_tt,Animation,86 min,Conrad Vernon,https://www.imdb.com/name/nm0970447/?ref_=inth_ov_nm,"Stars: Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard",Aimee Garcia,Denise (voice),In Theaters Now - Box Office Top Ten,5.9,"Box Office: Weekend: $30.30M, Gross: $30.30M"
Zombieland: Double Tap (2019),https://www.imdb.com/title/tt1560220/?ref_=inth_ov_tt,Action,99 min,Ruben Fleischer,https://www.imdb.com/name/nm0281508/?ref_=inth_ov_nm,"Stars: Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin",Woody Harrelson,Tallahassee,In Theaters Now - Box Office Top Ten,7.2,"Box Office: Weekend: $26.80M, Gross: $26.80M"
Zombieland: Double Tap (2019),https://www.imdb.com/title/tt1560220/?ref_=inth_ov_tt,Action,99 min,Ruben Fleischer,https://www.imdb.com/name/nm0281508/?ref_=inth_ov_nm,"Stars: Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin",Jesse Eisenberg,Columbus,In Theaters Now - Box Office Top Ten,7.2,"Box Office: Weekend: $26.80M, Gross: $26.80M"
Zombieland: Double Tap (2019),https://www.imdb.com/title/tt1560220/?ref_=inth_ov_tt,Action,99 min,Ruben Fleischer,https://www.imdb.com/name/nm0281508/?ref_=inth_ov_nm,"Stars: Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin",Emma Stone,Wichita,In Theaters Now - Box Office Top Ten,7.2,"Box Office: Weekend: $26.80M, Gross: $26.80M"
